TransactionAmt,HourOfDay,FraudProbability,RiskTier,isFraud,TransactionID
100.0,11,0.0129715203549228,Clear,0,2987404
57.95,16,0.0037796641175333566,Clear,0,2987405
59.0,22,0.008867024018519932,Clear,0,2987406
130.55,15,0.00935756133562072,Clear,0,2987407
72.0,0,0.012856424162607034,Clear,0,2987408
353.95,23,0.011940464670038124,Clear,0,2987409
108.95,22,0.0035119129282269084,Clear,0,2987410
250.0,22,0.028703590683783635,Clear,0,2987411
139.95,16,0.019805916667730405,Clear,0,2987412
54.5,17,0.03379535004371902,Clear,0,2987413
39.394,5,0.12635251593622537,Clear,0,2987414
117.0,23,0.01077461021246209,Clear,0,2987415
200.0,17,0.004894913441921389,Clear,0,2987416
24.289,22,0.017887210486370608,Clear,0,2987417
219.95,20,0.009785389054880777,Clear,0,2987418
45.95,15,0.004444703704724106,Clear,0,2987419
77.95,6,0.00657541298719564,Clear,0,2987420
166.99,22,0.03998417797705001,Clear,0,2987421
421.95,13,0.014733004863882347,Clear,0,2987422
50.0,15,0.00751230757124061,Clear,0,2987423
50.0,4,0.008842485267795772,Clear,0,2987424
150.0,15,0.024342575061327663,Clear,0,2987425
700.0,22,0.013082186980543356,Clear,0,2987426
672.59,12,0.007046455585897664,Clear,0,2987427
82.95,17,0.004759038015563223,Clear,0,2987428
57.95,4,0.004093478198079678,Clear,0,2987429
205.95,16,0.004988367676977785,Clear,0,2987430
59.0,1,0.03823314543347087,Clear,0,2987431
280.0,13,0.03758948170490496,Clear,0,2987432
39.0,4,0.014573863526902904,Clear,0,2987433
49.0,23,0.0131580949224237,Clear,0,2987434
49.0,1,0.11068577927388991,Clear,0,2987435
68.95,14,0.005814846542985406,Clear,0,2987436
39.0,19,0.011410331371545651,Clear,0,2987437
100.0,21,0.009519529799364686,Clear,0,2987438
57.95,15,0.01230057583355267,Clear,0,2987439
42.95,17,0.003956358484084401,Clear,0,2987440
49.0,11,0.01723862808563212,Clear,0,2987441
49.0,19,0.006662642701997953,Clear,0,2987442
95.321,5,0.016715812939431977,Clear,0,2987443
159.95,4,0.00979187259891495,Clear,0,2987444
117.0,21,0.017906676711999962,Clear,0,2987445
201.95,15,0.007576303661567125,Clear,0,2987446
40.0,3,0.0056379590368245995,Clear,0,2987447
68.95,23,0.006323870113834063,Clear,0,2987448
150.0,23,0.10856382930963213,Clear,1,2987449
59.0,21,0.011888098342031476,Clear,0,2987450
209.95,18,0.016511806778285457,Clear,0,2987451
48.95,16,0.004229629632311773,Clear,0,2987452
42.95,18,0.004062590940907313,Clear,0,2987453
49.0,5,0.012934316680350786,Clear,0,2987454
59.0,17,0.021727056150727213,Clear,0,2987455
25.0,21,0.00899585863765294,Clear,0,2987456
25.95,21,0.01099685789144116,Clear,0,2987457
50.0,19,0.006338992100973329,Clear,0,2987458
15.95,22,0.008238443060170119,Clear,0,2987459
50.0,12,0.007414169793399739,Clear,0,2987460
107.95,14,0.00850060562861419,Clear,0,2987461
226.0,17,0.018550300924442556,Clear,0,2987462
25.0,23,0.006306191707173947,Clear,0,2987463
317.5,14,0.06283775729874626,Clear,0,2987464
23.95,2,0.0061693595872046245,Clear,0,2987465
378.5,20,0.008555298866000769,Clear,0,2987466
206.0,18,0.07222594520832076,Clear,0,2987467
150.0,19,0.011103859044588273,Clear,0,2987468
35.95,2,0.009446630845118131,Clear,0,2987469
92.0,14,0.0063000062316791216,Clear,0,2987470
30.95,16,0.006466241313922669,Clear,0,2987471
150.0,21,0.014746224148955838,Clear,0,2987472
54.0,23,0.09264290888231679,Clear,0,2987473
112.99,18,0.02841422805474141,Clear,0,2987474
22.379,17,0.11104483681389908,Clear,0,2987475
31.0,20,0.016087408125807324,Clear,0,2987476
15.158,19,0.26419413868255415,Clear,0,2987477
150.0,19,0.008626554268212202,Clear,0,2987478
97.95,21,0.004639876465247221,Clear,0,2987479
554.0,19,0.08139785836530519,Clear,0,2987480
50.0,20,0.026716380337431837,Clear,0,2987481
92.0,16,0.01983591681505536,Clear,0,2987482
30.95,20,0.005192474132002561,Clear,0,2987483
97.95,7,0.007102000058522503,Clear,0,2987484
1811.0,20,0.04658708964284431,Clear,0,2987485
117.0,16,0.014667147308661638,Clear,0,2987486
159.95,8,0.08531690569889512,Clear,0,2987487
30.95,23,0.01745539833777236,Clear,0,2987488
21.51,16,0.019926194501050907,Clear,0,2987489
186.0,21,0.061776704793764625,Clear,0,2987490
95.101,4,0.7133450031534615,Suspicious,0,2987491
24.469,4,0.20921060615468595,Clear,0,2987492
117.0,18,0.024179907520885002,Clear,0,2987493
280.0,18,0.01585036482305893,Clear,0,2987494
44.541,21,0.04626663548884408,Clear,0,2987495
25.95,17,0.008960765083164828,Clear,0,2987496
422.5,1,0.2071324588637303,Clear,0,2987497
159.95,2,0.009144152270379477,Clear,0,2987498
27.31,1,0.1587975508695423,Clear,0,2987499
160.95,22,0.005032231424956864,Clear,0,2987500
35.95,23,0.0057575741446667765,Clear,0,2987501
226.0,22,0.07941430643713161,Clear,0,2987502
30.95,21,0.0049771473934915374,Clear,0,2987503
92.95,21,0.022381775473016927,Clear,1,2987504
59.0,18,0.008354732948180794,Clear,0,2987505
49.0,14,0.04499208511141742,Clear,0,2987506
65.676,17,0.06848372577104732,Clear,0,2987507
300.0,20,0.07912370273887236,Clear,0,2987508
424.95,21,0.012780330694888924,Clear,1,2987509
77.0,21,0.006502956294959797,Clear,0,2987510
38.185,22,0.07467023801815663,Clear,0,2987511
141.404,3,0.9473438961450541,Critical Risk,1,2987512
57.95,18,0.004184082678892078,Clear,0,2987513
265.0,22,0.14871198237152836,Clear,0,2987514
226.0,16,0.012582628250801475,Clear,0,2987515
108.95,2,0.008537679999239479,Clear,0,2987516
200.0,15,0.010875461309615895,Clear,0,2987517
26.0,12,0.08243759303487505,Clear,0,2987518
171.0,1,0.012722645454894056,Clear,0,2987519
49.0,18,0.008054391619872186,Clear,1,2987520
43.97,22,0.00688648393822246,Clear,0,2987521
100.0,13,0.011695468523271739,Clear,0,2987522
48.97,0,0.006724488636331379,Clear,0,2987523
117.0,2,0.010817772668735744,Clear,0,2987524
38.732,23,0.08828771835041774,Clear,0,2987525
28.579,5,0.041979328397701035,Clear,0,2987526
12.05,0,0.08187141450324704,Clear,0,2987527
19.697,7,0.022269173203683892,Clear,0,2987528
58.95,20,0.011323700023847383,Clear,0,2987529
8.3,15,0.014545583144554095,Clear,0,2987530
16.072,14,0.019667453136867356,Clear,0,2987531
49.0,20,0.004560235748196769,Clear,0,2987532
102.0,5,0.009323874342436637,Clear,0,2987533
335.0,21,0.2934817846209784,Clear,0,2987534
50.0,19,0.012660625281767684,Clear,0,2987535
50.0,15,0.011576415392951315,Clear,0,2987536
57.95,14,0.004541238154840205,Clear,0,2987537
59.0,19,0.011419244709464918,Clear,0,2987538
59.0,20,0.010158618818139313,Clear,0,2987539
67.95,15,0.006281266177568695,Clear,0,2987540
30.95,13,0.008692817882158707,Clear,0,2987541
48.95,19,0.004817767480542698,Clear,0,2987542
117.0,18,0.019800687475898943,Clear,0,2987543
44.5,15,0.04770529852433786,Clear,0,2987544
65.11,19,0.018276881005245313,Clear,0,2987545
30.95,1,0.013839289653051555,Clear,0,2987546
141.0,22,0.05766038926427687,Clear,0,2987547
311.95,21,0.01021566150729613,Clear,0,2987548
41.95,22,0.01076891610460278,Clear,0,2987549
100.0,17,0.04743198366367753,Clear,0,2987550
47.0,22,0.038766637318732824,Clear,0,2987551
47.95,13,0.006183714814222463,Clear,0,2987552
26.95,19,0.007934451679982335,Clear,0,2987553
